file,m,j,d,p,i,guan_solution,guan_optimal,guan_time,guan_gap,guan_build_time,tbasedw_solution,tbasedw_optimal,tbasedw_time,tbasedw_gap,tbasedw_build_time
m25j15d25p20_4.csv.out,25,15,25,20,4,5,1,3.066999912,0,0.046000004,5,1,62.31700015,0,14.98800015
m25j15d25p20_5.csv.out,25,15,25,20,5,7,1,3.121999979,0,0.039000034,7,1,54.29200006,0,14.6170001
m25j15d25p20_6.csv.out,25,15,25,20,6,8,1,1.701000214,0,0.0400002,8,1,78.99799991,0,15.76799989
m25j15d25p20_7.csv.out,25,15,25,20,7,5,1,0.368999958,0,0.039000034,5,1,30.11500001,0,11.85299993
m25j15d25p20_8.csv.out,25,15,25,20,8,8,1,0.177999973,0,0.039999962,8,1,28.22399998,0,14.30599999
m25j15d25p20_9.csv.out,25,15,25,20,9,7,1,3.075000048,0,0.039999962,7,1,61.24099994,0,14.43400002
m25j15d25p40_0.csv.out,25,15,25,40,0,10,1,0.18200016,0,0.045000076,10,1,156.7120001,0,59.47800016
m25j15d25p40_1.csv.out,25,15,25,40,1,9,1,0.451999903,0,0.129999876,9,1,414.573,0,66.54299998
m25j15d25p40_2.csv.out,25,15,25,40,2,10,1,0.999000072,0,0.157999992,10,1,127.4579999,0,61.81200004
m25j15d25p40_3.csv.out,25,15,25,40,3,11,1,0.243000031,0,0.049000025,11,1,313.5899999,0,64.33699989
m25j15d25p40_4.csv.out,25,15,25,40,4,9,1,0.792999983,0,0.062999964,9,1,140.003,0,48.58200002
m25j15d25p40_5.csv.out,25,15,25,40,5,9,1,0.740999937,0,0.124000072,9,1,339.6270001,0,60.15100002
m25j15d25p40_6.csv.out,25,15,25,40,6,8,1,0.755000114,0,0.131000042,9,0,1800,0.188756614,52.59700012
m25j15d25p40_7.csv.out,25,15,25,40,7,8,1,0.227999926,0,0.05099988,8,1,332.4779999,0,60.44399977
m25j15d25p40_8.csv.out,25,15,25,40,8,11,1,0.407000065,0,0.104000092,11,1,76.7650001,0,44.43000007
m25j15d25p40_9.csv.out,25,15,25,40,9,10,1,0.149000168,0,0.045000076,10,1,213.2460001,0,65.57599998
m25j25d15p05_0.csv.out,25,25,15,5,0,9,1,19.54900002,0,0.094000101,9,1,12.227,0,6.274999857
m25j25d15p05_1.csv.out,25,25,15,5,1,6,0,1800,0.333333333,0.092000008,6,0,1800,0.166666667,5.009000063
m25j25d15p05_2.csv.out,25,25,15,5,2,8,1,294.1030002,0,0.121999979,8,1,10.13400006,0,5.308000088
m25j25d15p05_3.csv.out,25,25,15,5,3,6,1,17.28399992,0,0.095999956,6,1,11.87899995,0,4.516000032
m25j25d15p05_4.csv.out,25,25,15,5,4,9,0,1800,0.333333333,0.09100008,9,1,9.628000021,0,5.390000105
m25j25d15p05_5.csv.out,25,25,15,5,5,8,1,118.7650001,0,0.09100008,8,1,24.23399997,0,5.285000086
m25j25d15p05_6.csv.out,25,25,15,5,6,10,1,214.0250001,0,0.089999914,10,1,11.01499987,0,6.099999905
m25j25d15p05_7.csv.out,25,25,15,5,7,6,1,721.8199999,0,0.092000008,6,1,10.9749999,0,4.003000021
m25j25d15p05_8.csv.out,25,25,15,5,8,6,1,35.3900001,0,0.093000174,6,1,9.327000141,0,4.769999981
m25j25d15p05_9.csv.out,25,25,15,5,9,8,0,1800,0.25,0.095000029,8,1,10.78700018,0,4.238000154
m25j25d15p10_0.csv.out,25,25,15,10,0,11,1,529.4050002,0,0.101000071,11,1,78.41400003,0,11.84599996
m25j25d15p10_1.csv.out,25,25,15,10,1,14,1,1044.241,0,0.092999935,14,1,61.39700007,0,17.852
m25j25d15p10_2.csv.out,25,25,15,10,2,12,0,1800,0.166666667,0.092000008,12,1,70.25900006,0,20.27200007
m25j25d15p10_3.csv.out,25,25,15,10,3,13,1,114.5730002,0,0.101000071,13,1,65.03999996,0,20.58500004
m25j25d15p10_4.csv.out,25,25,15,10,4,12,0,1800,0.166666667,0.09800005,12,1,149.859,0,19.37299991
m25j25d15p10_5.csv.out,25,25,15,10,5,13,0,1800,0.306974359,0.095000029,13,1,536.447,0,17.71099997
m25j25d15p10_6.csv.out,25,25,15,10,6,12,1,99.03499985,0,0.109999895,12,1,1283.511,0,20.079
m25j25d15p10_7.csv.out,25,25,15,10,7,14,1,162.734,0,0.111999989,14,1,50.05299997,0,21.07599998
m25j25d15p10_8.csv.out,25,25,15,10,8,14,1,19.75699997,0,0.101000071,14,1,60.52199984,0,21.06499982
m25j25d15p10_9.csv.out,25,25,15,10,9,14,1,1257.188,0,0.095999956,14,1,98.62399983,0,20.31999993
m25j25d15p20_0.csv.out,25,25,15,20,0,17,0,1800,0.058823529,0.110000134,17,0,1800,0.078575377,74.296
m25j25d15p20_1.csv.out,25,25,15,20,1,15,1,13.47300005,0,0.171999931,15,1,301.506,0,70.20899987
m25j25d15p20_2.csv.out,25,25,15,20,2,14,1,19.14399981,0,0.154999971,14,1,399.9060001,0,95.28000021
m25j25d15p20_3.csv.out,25,25,15,20,3,17,1,126.6559999,0,0.167000055,17,1,1629.256,0,91.66699982
m25j25d15p20_4.csv.out,25,25,15,20,4,18,1,40.85800004,0,0.154999971,18,1,307.9260001,0,95.56100011
m25j25d15p20_5.csv.out,25,25,15,20,5,16,1,17.64699984,0,0.113999844,17,0,1800,0.114971922,62.32500005
m25j25d15p20_6.csv.out,25,25,15,20,6,17,1,49.78999996,0,0.100999832,17,1,347.9230001,0,79.24300003
m25j25d15p20_7.csv.out,25,25,15,20,7,14,1,60.31399989,0,0.156999826,14,0,1800,0.077382378,71.62100005
m25j25d15p20_8.csv.out,25,25,15,20,8,16,1,25.89400005,0,0.191999912,16,1,191.414,0,58.0539999
m25j25d15p20_9.csv.out,25,25,15,20,9,16,1,50.20500016,0,0.111999989,16,1,215.615,0,57.57299995
m25j25d15p40_0.csv.out,25,25,15,40,0,19,1,123.0010002,0,0.190000057,19,1,1694.696,0,227.876
m25j25d15p40_1.csv.out,25,25,15,40,1,17,1,18.65100002,0,0.20600009,18,0,1800,0.06712963,331.895
m25j25d15p40_2.csv.out,25,25,15,40,2,18,0,1800,0.111111111,0.264000177,24,0,1800,0.260493827,337.845
m25j25d15p40_3.csv.out,25,25,15,40,3,17,1,356.7509999,0,0.256000042,23,0,1800,0.272727273,284.3499999
m25j25d15p40_4.csv.out,25,25,15,40,4,17,1,137.3039999,0,0.379999876,17,1,1075.396,0,200.0480001
m25j25d15p40_5.csv.out,25,25,15,40,5,17,1,78.648,0,0.209000111,17,1,1223.924,0,212.789
m25j25d15p40_6.csv.out,25,25,15,40,6,18,1,38.85299993,0,0.693000078,19,0,1800,0.099865047,296.635
m25j25d15p40_7.csv.out,25,25,15,40,7,20,1,11.44499993,0,0.25,20,1,1800,0,271.6299999
m25j25d15p40_8.csv.out,25,25,15,40,8,19,0,1800,0.105263158,0.25999999,19,0,1800,0.068796992,253.4910002
m25j25d15p40_9.csv.out,25,25,15,40,9,20,1,411.9530001,0,0.18599987,23,0,1800,0.176328502,349.5049999
m25j25d25p05_0.csv.out,25,25,25,5,0,6,0,1800,0.5,0.212000132,6,1,14.37399983,0,5.878999949
m25j25d25p05_1.csv.out,25,25,25,5,1,4,1,20.15799999,0,0.095999956,4,1,7.687999964,0,4.375
m25j25d25p05_2.csv.out,25,25,25,5,2,4,1,20.00699997,0,0.095999956,4,1,40.0710001,0,4.661000013
m25j25d25p05_3.csv.out,25,25,25,5,3,3,1,402.4299998,0,0.098999977,3,1,157.75,0,3.749000072
m25j25d25p05_4.csv.out,25,25,25,5,4,4,1,40.08599997,0,0.11500001,4,1,8.671999931,0,4.178999901
m25j25d25p05_5.csv.out,25,25,25,5,5,3,1,14.58899999,0,0.108999968,3,1,22.82500005,0,5.738000154
m25j25d25p05_6.csv.out,25,25,25,5,6,5,1,716.5010002,0,0.150000095,5,1,18.8269999,0,6.323999882
m25j25d25p05_7.csv.out,25,25,25,5,7,3,1,102.6599998,0,0.092000008,3,1,12.79299998,0,4.851999998
m25j25d25p05_8.csv.out,25,25,25,5,8,5,1,12.23699999,0,0.093999863,5,1,9.648000002,0,4.724999905
m25j25d25p05_9.csv.out,25,25,25,5,9,4,1,94.58799982,0,0.092000008,4,1,20.43600011,0,8.298000097
m25j25d25p10_0.csv.out,25,25,25,10,0,9,0,1800,0.222222222,0.09499979,9,1,80.06299996,0,18.4289999
m25j25d25p10_1.csv.out,25,25,25,10,1,9,1,1060.81,0,0.09100008,9,1,43.72000003,0,17.48699999
m25j25d25p10_2.csv.out,25,25,25,10,2,9,1,1344.608,0,0.094000101,9,1,179.6110001,0,16.73699999
m25j25d25p10_3.csv.out,25,25,25,10,3,8,0,1800,0.25,0.093000174,8,1,379.8210001,0,20.61000013
m25j25d25p10_4.csv.out,25,25,25,10,4,11,0,1800,0.408917197,0.121000051,11,1,81.05699992,0,20.17999983
m25j25d25p10_5.csv.out,25,25,25,10,5,9,0,1800,0.222222222,0.194000006,9,1,437.733,0,48.15300012
m25j25d25p10_6.csv.out,25,25,25,10,6,13,0,1800,0.461538462,0.175000191,13,1,88.81500006,0,32.78600001
m25j25d25p10_7.csv.out,25,25,25,10,7,11,0,1800,0.363636364,0.175000191,11,1,92.30300021,0,40.53299999
m25j25d25p10_8.csv.out,25,25,25,10,8,9,0,1800,0.222222222,0.184000015,9,1,66.73700023,0,32.23700023
m25j25d25p10_9.csv.out,25,25,25,10,9,11,0,1800,0.272727273,0.174000025,11,1,327.108,0,32.95900011
m25j25d25p20_0.csv.out,25,25,25,20,0,13,1,69.54299998,0,0.095999956,13,1,282.398,0,73.86399984
m25j25d25p20_1.csv.out,25,25,25,20,1,14,1,364.4129999,0,0.17599988,14,0,1800,0.150238358,74.74499989
m25j25d25p20_2.csv.out,25,25,25,20,2,12,1,157.418,0,0.171000004,12,0,1800,0.124889928,51.39999986
m25j25d25p20_3.csv.out,25,25,25,20,3,10,1,79.93899989,0,0.095999956,10,1,861.6199999,0,57.54699993
m25j25d25p20_4.csv.out,25,25,25,20,4,12,1,33.74800014,0,0.152999878,12,1,304.2650001,0,71.87399983
m25j25d25p20_5.csv.out,25,25,25,20,5,13,1,441.1329999,0,0.181999922,13,0,1800,0.081937531,117.4330001
m25j25d25p20_6.csv.out,25,25,25,20,6,13,1,42.55200005,0,0.218000174,13,1,443.411,0,138.5570002
m25j25d25p20_7.csv.out,25,25,25,20,7,13,1,43.98799992,0,0.198999882,14,0,1800,0.161402468,113.277
m25j25d25p20_8.csv.out,25,25,25,20,8,15,1,60.25999999,0,0.184999943,15,1,922.655,0,113.723
m25j25d25p20_9.csv.out,25,25,25,20,9,14,1,25.37999988,0,0.241999865,14,1,455.437,0,134.2020001
m25j25d25p40_0.csv.out,25,25,25,40,0,15,1,21.60800004,0,0.262000084,15,1,1800,0,261.2680001
m25j25d25p40_1.csv.out,25,25,25,40,1,17,0,1800,0.117647059,0.230999947,17,1,1101.147,0,223.895
m25j25d25p40_2.csv.out,25,25,25,40,2,16,1,22.48399997,0,0.263999939,16,1,1406.419,0,235.339
m25j25d25p40_3.csv.out,25,25,25,40,3,16,1,46.01100016,0,0.31799984,16,1,1621.919,0,248.6330001
m25j25d25p40_4.csv.out,25,25,25,40,4,15,1,280.22,0,0.287999868,15,0,1800,0.079335011,238.0969999
m25j25d25p40_5.csv.out,25,25,25,40,5,18,1,1.878000021,0,0.240999937,18,1,1800,0,289.3110001
m25j25d25p40_6.csv.out,25,25,25,40,6,19,1,43.69800019,0,0.332999945,19,1,1800,0,279.7880001
m25j25d25p40_7.csv.out,25,25,25,40,7,16,0,1800,0.0625,0.29399991,16,0,1800,0.084134615,247.9130001
m25j25d25p40_8.csv.out,25,25,25,40,8,14,1,79.44999981,0,0.282999992,14,1,1800,0,255.8440001
m25j25d25p40_9.csv.out,25,25,25,40,9,18,1,878.046,0,0.219000101,24,0,1800,0.286706349,321.5930002
